auc,candidate_count_max,candidate_count_mean,candidate_count_min,experiment,hr@10,hr@100,hr@200,hr@50,missing_cold_item_count,mrr_corrected,ndcg@10,ndcg@100,ndcg@200,ndcg@50,sample_count,semantic_group,valid_cold_item_count
0.674347192451674,3864.0,3771.0183486238534,3683.0,A0,0.03669724770642202,0.1853211009174312,0.25871559633027524,0.11926605504587157,33,0.01983580412772228,0.01997292798582092,0.04794445171797186,0.05823655588776493,0.037460996281172054,545,cold_semantic_valid,338
,,,,A0,,,,,33,,,,,,0,cold_semantic_missing,338
0.8677964718243397,3864.0,3771.0183486238534,3683.0,A2,0.05688073394495413,0.23669724770642203,0.4018348623853211,0.1688073394495413,33,0.027261208952966,0.028621097274304137,0.06382616903275017,0.0867186010806338,0.052748273314311214,545,cold_semantic_valid,338
,,,,A2,,,,,33,,,,,,0,cold_semantic_missing,338
0.7114881782279854,3864.0,3771.0183486238534,3683.0,A3,0.022018348623853212,0.1596330275229358,0.26238532110091745,0.08990825688073395,33,0.010348290173572281,0.009837676034918951,0.0349427821240893,0.04933143072329443,0.02378271794179057,545,cold_semantic_valid,338
,,,,A3,,,,,33,,,,,,0,cold_semantic_missing,338
0.752785663070892,3864.0,3771.0183486238534,3683.0,A4,0.027522935779816515,0.1743119266055046,0.26605504587155965,0.12293577981651377,33,0.017623055973387283,0.015962422143022008,0.04423033397225483,0.056937365078377995,0.035988115956734845,545,cold_semantic_valid,338
,,,,A4,,,,,33,,,,,,0,cold_semantic_missing,338
