2026/08/05 15:03:54.264, 0, 0, 24564, 24.22, 40
2026/08/05 15:04:04.271, 0, 0, 24564, 22.65, 37
2026/08/05 15:04:14.271, 0, 3, 24564, 22.79, 36
2026/08/05 15:04:24.273, 1, 10183, 24564, 100.22, 37
2026/08/05 15:04:34.274, 86, 11605, 24564, 182.24, 40
2026/08/05 15:04:44.275, 0, 11605, 24564, 98.30, 43
2026/08/05 15:04:54.276, 87, 11605, 24564, 210.52, 42
2026/08/05 15:05:04.277, 20, 11605, 24564, 101.31, 41
2026/08/05 15:05:14.278, 86, 11605, 24564, 192.74, 48
2026/08/05 15:05:24.278, 87, 13057, 24564, 187.28, 42
2026/08/05 15:05:34.279, 16, 13057, 24564, 79.42, 44
2026/08/05 15:05:44.280, 0, 13057, 24564, 103.33, 43
2026/08/05 15:05:54.281, 85, 13057, 24564, 245.69, 48
2026/08/05 15:06:04.282, 0, 13057, 24564, 124.24, 42
2026/08/05 15:06:14.283, 0, 13057, 24564, 108.68, 43
2026/08/05 15:06:24.284, 87, 13057, 24564, 159.80, 47
2026/08/05 15:06:34.285, 0, 14557, 24564, 83.96, 45
2026/08/05 15:06:44.286, 80, 14557, 24564, 204.26, 48
2026/08/05 15:06:54.287, 0, 14557, 24564, 84.20, 44
2026/08/05 15:07:04.288, 87, 14557, 24564, 220.43, 48
2026/08/05 15:07:14.289, 0, 14557, 24564, 78.71, 45
2026/08/05 15:07:24.290, 87, 14557, 24564, 232.84, 48
2026/08/05 15:07:34.291, 13, 14557, 24564, 109.73, 44
2026/08/05 15:07:44.292, 87, 14557, 24564, 244.83, 48
2026/08/05 15:07:54.293, 0, 14557, 24564, 90.01, 46
2026/08/05 15:08:04.294, 86, 14557, 24564, 243.23, 49
2026/08/05 15:08:14.295, 15, 14557, 24564, 108.69, 43
2026/08/05 15:08:24.296, 88, 14557, 24564, 246.69, 49
2026/08/05 15:08:34.296, 0, 14557, 24564, 94.85, 43
2026/08/05 15:08:44.298, 86, 14557, 24564, 201.89, 44
2026/08/05 15:08:54.298, 0, 14559, 24564, 115.39, 48
2026/08/05 15:09:04.300, 0, 14559, 24564, 134.05, 44
2026/08/05 15:09:14.301, 66, 14559, 24564, 167.26, 48
2026/08/05 15:09:24.302, 0, 14559, 24564, 112.23, 45
2026/08/05 15:09:34.303, 86, 14559, 24564, 167.78, 49
2026/08/05 15:09:44.304, 0, 14559, 24564, 88.64, 44
2026/08/05 15:09:54.305, 84, 14559, 24564, 201.49, 49
2026/08/05 15:10:04.306, 0, 14559, 24564, 109.29, 46
2026/08/05 15:10:14.307, 87, 14559, 24564, 245.76, 49
2026/08/05 15:10:24.308, 50, 14559, 24564, 106.54, 43
2026/08/05 15:10:34.309, 86, 14559, 24564, 214.86, 44
2026/08/05 15:10:44.310, 0, 14559, 24564, 96.51, 45
2026/08/05 15:10:54.310, 0, 14559, 24564, 143.65, 44
2026/08/05 15:11:04.311, 0, 14559, 24564, 103.23, 49
2026/08/05 15:11:14.312, 88, 14559, 24564, 187.42, 44
2026/08/05 15:11:24.313, 0, 14559, 24564, 88.59, 46
2026/08/05 15:11:34.314, 86, 14559, 24564, 171.34, 44
2026/08/05 15:11:44.315, 0, 14559, 24564, 92.29, 47
2026/08/05 15:11:54.316, 87, 14559, 24564, 247.09, 46
2026/08/05 15:12:04.317, 33, 14559, 24564, 93.34, 46
2026/08/05 15:12:14.318, 0, 14559, 24564, 98.96, 47
2026/08/05 15:12:24.319, 88, 14559, 24564, 247.12, 49
2026/08/05 15:12:34.320, 0, 14559, 24564, 80.30, 43
2026/08/05 15:12:44.321, 0, 14559, 24564, 98.76, 43
2026/08/05 15:12:54.322, 88, 14559, 24564, 203.36, 47
2026/08/05 15:13:04.323, 85, 14559, 24564, 241.19, 48
2026/08/05 15:13:14.324, 46, 14559, 24564, 108.44, 43
2026/08/05 15:13:24.325, 87, 14559, 24564, 234.65, 48
2026/08/05 15:13:34.326, 0, 14559, 24564, 95.39, 43
2026/08/05 15:13:44.327, 88, 14559, 24564, 205.43, 44
2026/08/05 15:13:54.328, 0, 14559, 24564, 91.82, 43
2026/08/05 15:14:04.329, 84, 14559, 24564, 228.74, 45
2026/08/05 15:14:14.330, 0, 14559, 24564, 110.78, 46
2026/08/05 15:14:24.331, 0, 14559, 24564, 146.81, 44
2026/08/05 15:14:34.332, 89, 14559, 24564, 175.57, 48
2026/08/05 15:14:44.334, 16, 14559, 24564, 94.75, 46
2026/08/05 15:14:54.335, 85, 14559, 24564, 241.93, 49
2026/08/05 15:15:04.336, 21, 14559, 24564, 97.93, 47
